tok,t_ms,dt_ms,vram_hit,ram_hit,nvme_fall,reqs,distinct,disk_mb
1,0.000,0.000,11437,600,6203,18240,480,11844.895
2,278.370,278.370,11729,615,6376,18720,728,12174.533
3,491.249,212.879,12077,640,6483,19200,931,12380.627
4,867.982,376.733,12282,657,6741,19680,1236,12875.538
5,1171.808,303.826,12555,667,6938,20160,1472,13252.510
6,1480.982,309.174,12812,689,7139,20640,1696,13636.829
7,1764.288,283.306,13109,694,7317,21120,1879,13972.070
8,2065.791,301.503,13390,699,7511,21600,2076,14342.922
9,2333.627,267.836,13696,706,7678,22080,2246,14664.917
10,2622.794,289.167,13981,716,7863,22560,2428,15016.870
11,2938.444,315.650,14215,772,8053,23040,2560,15375.778
12,3178.317,239.873,14532,815,8173,23520,2675,15605.146
13,3400.567,222.250,14880,839,8281,24000,2778,15814.631
14,3783.237,382.670,15086,866,8528,24480,2997,16289.538
15,4012.851,229.614,15425,895,8640,24960,3101,16503.128
16,4232.644,219.793,15787,909,8744,25440,3183,16701.481
17,4428.930,196.286,16173,913,8834,25920,3263,16873.169
18,4634.552,205.623,16531,943,8926,26400,3334,17048.396
19,4934.643,300.091,16829,961,9090,26880,3456,17363.730
20,5138.619,203.976,17192,968,9200,27360,3519,17573.782
21,5358.060,219.441,17531,990,9319,27840,3593,17801.650
22,5626.194,268.134,17831,1005,9484,28320,3749,18117.403
23,5866.863,240.669,18163,1012,9625,28800,3852,18386.633
24,5996.792,129.929,18587,1025,9668,29280,3890,18468.938
25,6229.920,233.128,18905,1060,9795,29760,3954,18713.125
26,6406.400,176.480,19276,1089,9875,30240,4000,18868.740
27,6858.956,452.555,19399,1110,10211,30720,4155,19509.510
28,7258.722,399.767,19568,1137,10495,31200,4308,20052.320
29,7638.323,379.601,19773,1142,10765,31680,4362,20567.384
30,7923.116,284.793,20062,1155,10943,32160,4415,20907.762
31,8323.942,400.826,20231,1186,11223,32640,4632,21438.898
32,8581.776,257.834,20534,1213,11373,33120,4686,21723.783
33,8882.341,300.565,20803,1230,11567,33600,4727,22090.310
34,9154.827,272.487,21078,1272,11730,34080,4786,22403.604
35,9475.704,320.877,21331,1286,11943,34560,4827,22810.509
36,9779.506,303.802,21629,1302,12109,35040,4939,23130.194
37,10020.062,240.556,21947,1325,12248,35520,4990,23395.615
38,10226.159,206.097,22304,1341,12355,36000,5013,23603.061
39,10512.891,286.732,22597,1348,12535,36480,5094,23948.329
40,10789.963,277.072,22896,1353,12711,36960,5200,24281.383
41,11111.194,321.231,23107,1415,12918,37440,5271,24678.482
42,11325.254,214.060,23455,1432,13033,37920,5333,24901.706
43,11631.773,306.519,23724,1439,13237,38400,5469,25289.171
44,11813.869,182.096,24106,1452,13322,38880,5518,25450.660
45,12083.615,269.746,24405,1462,13493,39360,5588,25774.326
46,12308.700,225.085,24748,1473,13619,39840,5661,26015.932
47,12454.623,145.923,25159,1490,13671,40320,5698,26115.244
48,12617.926,163.303,25552,1509,13739,40800,5730,26245.571
49,12898.509,280.583,25850,1523,13907,41280,5810,26568.253
50,13053.962,155.452,26242,1563,13955,41760,5836,26660.758
51,13215.106,161.144,26630,1592,14018,42240,5875,26781.966
52,13444.107,229.001,26965,1609,14146,42720,5909,27025.490
53,13678.224,234.117,27273,1652,14275,43200,5975,27266.458
54,13909.427,231.204,27579,1704,14397,43680,6021,27499.094
55,14206.995,297.567,27831,1744,14585,44160,6084,27857.166
56,14439.480,232.486,28143,1788,14709,44640,6132,28094.964
57,14666.479,226.999,28437,1863,14820,45120,6166,28310.299
58,14977.994,311.515,28706,1904,14990,45600,6247,28633.547
59,15188.549,210.555,29026,1958,15096,46080,6329,28836.790
60,15351.939,163.390,29425,1969,15166,46560,6382,28973.089
61,15531.853,179.915,29811,1978,15251,47040,6436,29138.362
62,15825.444,293.591,30069,2015,15436,47520,6476,29492.478
63,16218.243,392.799,30246,2036,15718,48000,6497,30033.371
64,16599.149,380.906,30446,2046,15988,48480,6606,30551.679
65,16860.859,261.710,30766,2053,16141,48960,6666,30845.657
66,17157.862,297.002,31040,2070,16330,49440,6715,31208.743
67,17497.096,339.234,31286,2077,16557,49920,6746,31640.961
68,17786.511,289.415,31575,2079,16746,50400,6771,31999.181
69,18125.571,339.060,31820,2086,16974,50880,6841,32435.331
70,18298.466,172.895,32216,2090,17054,51360,6857,32587.702
71,18545.607,247.141,32526,2116,17198,51840,6870,32864.944
72,18817.263,271.656,32828,2132,17360,52320,6898,33173.766
73,19030.377,213.114,33168,2163,17469,52800,6925,33380.155
74,19251.094,220.717,33521,2174,17585,53280,6937,33598.390
75,19583.186,332.092,33774,2183,17803,53760,6967,34017.386
76,19827.516,244.330,34132,2190,17918,54240,6989,34236.826
77,20082.572,255.056,34433,2220,18067,54720,7009,34521.293
78,20342.408,259.836,34743,2233,18224,55200,7037,34823.971
79,20622.283,279.875,35020,2261,18399,55680,7058,35154.444
80,20777.322,155.039,35423,2277,18460,56160,7064,35274.007
