tok,t_ms,dt_ms,vram_hit,ram_hit,nvme_fall,reqs,distinct,disk_mb
1,0.000,0.000,42898,7876,25066,75840,480,47833.891
2,296.052,296.052,43149,7899,25272,76320,784,48228.680
3,479.485,183.433,43518,7906,25376,76800,911,48429.195
4,725.671,246.186,43821,7923,25536,77280,1095,48732.045
5,998.353,272.682,44100,7939,25721,77760,1295,49085.080
6,1326.243,327.890,44302,7991,25947,78240,1569,49514.988
7,1613.972,287.729,44574,8002,26144,78720,1773,49887.363
8,1951.323,337.351,44798,8015,26387,79200,2018,50349.244
9,2208.299,256.976,45097,8026,26557,79680,2190,50677.359
10,2557.709,349.410,45303,8043,26814,80160,2439,51167.527
11,2960.167,402.458,45445,8079,27116,80640,2738,51742.728
12,3207.812,247.645,45733,8111,27276,81120,2896,52048.282
13,3460.771,252.959,45973,8198,27429,81600,3003,52343.071
14,3872.812,412.042,46111,8230,27739,82080,3186,52930.806
15,4201.749,328.937,46323,8263,27974,82560,3353,53378.531
16,4516.075,314.326,46573,8266,28201,83040,3555,53808.857
17,4857.702,341.627,46758,8318,28444,83520,3717,54271.279
18,5074.516,216.815,47089,8336,28575,84000,3818,54522.544
19,5329.023,254.507,47363,8378,28739,84480,3940,54834.364
20,5539.467,210.443,47622,8488,28850,84960,4036,55046.185
21,5766.908,227.441,47911,8553,28976,85440,4126,55286.981
22,5997.880,230.972,48172,8638,29110,85920,4195,55543.554
23,6462.178,464.298,48273,8655,29472,86400,4344,56233.034
24,6746.391,284.213,48551,8662,29667,86880,4439,56605.114
25,6945.426,199.035,48905,8677,29778,87360,4503,56820.449
26,7155.654,210.228,49249,8685,29906,87840,4556,57066.406
27,7451.606,295.951,49458,8759,30103,88320,4591,57439.863
28,7689.684,238.078,49729,8820,30251,88800,4660,57719.587
29,7881.094,191.410,50018,8920,30342,89280,4711,57893.044
30,8187.050,305.956,50263,8939,30558,89760,4788,58306.068
31,8441.000,253.950,50527,8993,30720,90240,4854,58616.242
32,8728.056,287.056,50792,9014,30914,90720,5009,58989.797
33,8966.798,238.742,51095,9039,31066,91200,5087,59280.925
34,9238.451,271.653,51379,9049,31252,91680,5164,59633.295
35,9556.567,318.115,51616,9064,31480,92160,5235,60071.338
36,9880.972,324.405,51855,9074,31711,92640,5393,60514.148
37,10123.011,242.039,52165,9085,31870,93120,5465,60816.310
38,10360.533,237.522,52471,9107,32022,93600,5532,61108.789
39,10683.273,322.741,52705,9123,32252,94080,5613,61549.560
40,10970.622,287.349,52976,9133,32451,94560,5753,61927.096
41,11283.728,313.106,53203,9168,32669,95040,5837,62341.497
42,11510.728,227.000,53521,9191,32808,95520,5918,62608.269
43,11742.461,231.733,53829,9221,32950,96000,6017,62882.513
44,12011.549,269.088,54088,9279,33113,96480,6117,63191.753
45,12201.765,190.217,54380,9379,33201,96960,6188,63362.875
46,12454.907,253.142,54634,9448,33358,97440,6306,63663.391
47,12778.517,323.610,54832,9505,33583,97920,6421,64094.503
48,13243.940,465.423,54903,9554,33943,98400,6556,64778.011
49,13531.905,287.966,55096,9656,34128,98880,6666,65131.315
50,13895.871,363.966,55254,9713,34393,99360,6730,65632.395
51,14301.981,406.109,55380,9765,34695,99840,6948,66201.919
52,14617.417,315.437,55594,9810,34916,100320,7034,66622.439
53,14927.557,310.139,55789,9886,35125,100800,7094,67020.915
54,15190.105,262.549,55995,10001,35284,101280,7122,67324.969
55,15493.302,303.197,56215,10055,35490,101760,7146,67719.487
56,15783.936,290.633,56485,10067,35688,102240,7214,68099.310
57,16025.195,241.259,56784,10096,35840,102720,7267,68391.789
58,16244.198,219.003,57121,10105,35974,103200,7322,68645.118
59,16482.240,238.042,57432,10120,36128,103680,7359,68938.162
60,16705.254,223.014,57742,10154,36264,104160,7380,69199.086
61,17000.996,295.742,57961,10222,36457,104640,7428,69567.898
62,17231.791,230.796,58252,10272,36596,105120,7469,69832.778
63,17404.725,172.934,58580,10340,36680,105600,7489,69993.578
64,17634.153,229.428,58841,10424,36815,106080,7529,70250.570
65,17876.450,242.297,59120,10474,36966,106560,7564,70541.009
66,18234.578,358.128,59293,10521,37226,107040,7602,71034.864
67,18581.327,346.749,59472,10576,37472,107520,7710,71500.702
68,18889.027,307.700,59705,10607,37688,108000,7820,71911.563
69,19150.361,261.335,59950,10674,37856,108480,7861,72231.002
70,19472.740,322.379,60135,10749,38076,108960,7904,72654.078
71,19779.291,306.551,60382,10767,38291,109440,7950,73064.792
72,20081.957,302.666,60624,10794,38502,109920,7981,73471.132
73,20328.578,246.621,60921,10818,38661,110400,8001,73779.782
74,20563.114,234.536,61243,10826,38811,110880,8033,74066.829
75,20789.193,226.079,61569,10836,38955,111360,8053,74339.746
76,21045.291,256.098,61867,10849,39124,111840,8086,74661.765
77,21323.843,278.552,62140,10866,39314,112320,8127,75023.647
78,21490.037,166.194,62501,10902,39397,112800,8149,75184.570
79,21685.498,195.460,62807,10974,39499,113280,8164,75382.628
80,22162.703,477.205,62869,11024,39867,113760,8215,76085.428
81,22544.605,381.902,63061,11026,40153,114240,8254,76628.263
82,22785.746,241.141,63378,11029,40313,114720,8277,76934.357
83,23096.212,310.465,63629,11034,40537,115200,8387,77360.185
84,23313.430,217.219,63968,11039,40673,115680,8419,77618.946
85,23492.596,179.166,64337,11048,40775,116160,8446,77811.597
86,23807.298,314.701,64582,11060,40998,116640,8516,78235.116
87,24049.034,241.737,64876,11090,41154,117120,8541,78530.617
88,24318.061,269.027,65151,11115,41334,117600,8585,78873.723
89,24504.450,186.389,65372,11300,41408,118080,8595,79014.396
90,24653.299,148.849,65683,11420,41457,118560,8611,79107.858
91,24805.178,151.879,66028,11491,41521,119040,8623,79228.133
92,25005.859,200.682,66313,11581,41626,119520,8653,79430.689
93,25335.557,329.697,66530,11608,41862,120000,8694,79879.913
94,25502.017,166.460,66888,11648,41944,120480,8734,80036.635
95,25672.877,170.860,67249,11678,42033,120960,8763,80206.283
96,25964.608,291.731,67485,11731,42224,121440,8808,80571.015
97,26217.220,252.612,67781,11752,42387,121920,8854,80885.391
98,26468.892,251.672,68081,11770,42549,122400,8891,81195.024
99,26740.739,271.846,68363,11794,42723,122880,8917,81525.891
