tok,t_ms,dt_ms,vram_hit,ram_hit,nvme_fall,reqs,distinct,disk_mb
1,0.000,0.000,7339,994,3827,12160,320,7273.382
2,205.041,205.041,7498,1022,3960,12480,601,7526.154
3,357.754,152.714,7716,1040,4044,12800,716,7685.800
4,471.044,113.290,7961,1064,4095,13120,798,7782.728
5,578.447,107.403,8218,1083,4139,13440,879,7866.352
6,793.898,215.451,8352,1135,4273,13760,1068,8121.025
7,984.636,190.738,8504,1187,4389,14080,1215,8341.488
8,1149.532,164.896,8690,1227,4483,14400,1335,8520.139
9,1341.694,192.162,8844,1277,4599,14720,1496,8740.602
10,1495.709,154.015,9053,1300,4687,15040,1603,8907.850
11,1672.609,176.899,9238,1329,4793,15360,1718,9109.307
12,1782.315,109.706,9471,1372,4837,15680,1771,9192.931
13,1904.505,122.191,9699,1411,4890,16000,1833,9293.660
14,2031.442,126.936,9926,1441,4953,16320,1906,9413.394
15,2257.142,225.700,10070,1462,5108,16640,2060,9707.979
16,2381.444,124.302,10308,1487,5165,16960,2117,9816.310
17,2505.910,124.466,10549,1507,5224,17280,2175,9928.442
18,2615.702,109.792,10801,1527,5272,17600,2221,10019.668
19,2761.937,146.235,11025,1542,5353,17920,2300,10173.612
20,2894.116,132.179,11242,1587,5411,18240,2350,10283.844
21,3037.563,143.447,11448,1627,5485,18560,2421,10424.484
22,3169.052,131.488,11656,1678,5546,18880,2478,10540.417
23,3302.751,133.699,11848,1747,5605,19200,2536,10652.549
24,3420.805,118.054,12046,1827,5647,19520,2572,10732.372
25,3618.530,197.725,12194,1876,5770,19840,2695,10966.139
26,3746.188,127.658,12419,1912,5829,20160,2746,11078.271
27,4022.326,276.138,12507,1946,6027,20480,2850,11454.579
28,4221.810,199.485,12634,2025,6141,20800,2931,11671.241
29,4384.822,163.011,12818,2072,6230,21120,2999,11840.389
30,4502.605,117.783,13033,2129,6278,21440,3019,11931.615
31,4685.897,183.293,13205,2166,6389,21760,3092,12142.576
32,4888.509,202.611,13332,2235,6513,22080,3156,12378.243
33,5095.019,206.510,13481,2279,6640,22400,3261,12619.612
34,5228.725,133.706,13717,2294,6709,22720,3315,12750.750
35,5354.636,125.911,13959,2312,6769,23040,3359,12864.782
36,5451.850,97.214,14229,2324,6807,23360,3384,12937.003
37,5600.200,148.350,14422,2374,6884,23680,3436,13083.345
38,5783.484,183.285,14581,2425,6994,24000,3463,13292.405
39,5986.864,203.380,14709,2492,7119,24320,3533,13529.973
40,6120.792,133.928,14896,2565,7179,24640,3557,13644.005
41,6251.627,130.835,15106,2612,7242,24960,3584,13763.740
